ITEM: TIMESTEP
100000
ITEM: NUMBER OF ATOMS
15812
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 4.0459931049461368e+01
0.0000000000000000e+00 4.0459931049461368e+01
0.0000000000000000e+00 4.0459931049461368e+01
ITEM: ATOMS id vx vy vz
4163 -0.889601 0.527977 0.243546
13356 0.660488 1.31919 2.07538
12897 0.114302 -0.399439 -2.81668
2116 -1.66969 3.0459 0.460369
10605 -0.0790664 0.959938 -1.28921
985 0.281595 2.41651 -2.69732
15137 -1.06692 1.14091 4.20389
9734 -0.177988 -1.60631 -1.51191
3353 -1.34532 -1.61903 0.764267
14779 -2.35219 0.0841268 -0.181474
7925 -0.161421 -0.284391 -1.21132
4971 -1.31192 -0.451312 -0.251816
4640 1.39534 1.12446 -0.870549
3934 1.08835 -0.793207 -0.579298
663 -0.198073 1.29304 2.76068
427 2.6436 -0.67114 3.48221
6930 2.03074 -0.394072 -0.164864
6865 1.65375 1.16983 2.45561
14870 0.275062 -1.67965 0.135467
1084 -0.08544 -2.78387 2.34155
7314 -0.73458 0.589965 1.58099
2998 -2.4446 -0.0358708 1.19088
2155 -2.1369 -0.10957 0.13866
6343 -1.06038 -2.31949 -1.06083
13963 -1.20592 0.175631 1.83949
10940 2.40451 2.81807 -2.69688
11829 -1.18825 -0.87306 -1.86521
10440 -1.85216 1.49825 -0.962044
3112 -1.03411 -2.23305 0.639723
2583 -4.07453 -2.92062 0.821452
8581 1.63529 -1.35453 -0.697672
12122 0.857521 1.42082 3.51246
5419 0.0899124 1.43851 -2.22079
920 1.83106 1.15867 0.921005
2448 -0.0404493 -1.82308 -0.75312
14992 -2.55865 2.94249 1.08574
10222 0.33207 -0.679473 0.28352
11972 -1.66981 0.106358 1.76239
3084 -0.594393 -1.19147 -0.574279
14771 0.525695 -2.91086 2.56653
15719 0.614881 1.87754 1.43216
10277 1.45392 -2.16439 -1.3363
15031 0.860643 1.7127 -0.409649
10450 -1.41625 -0.131988 1.32138
3429 3.87732 0.380692 -1.38495
14526 3.10259 -1.52924 -0.134913
10700 -4.07882 3.40737 1.0594
15727 1.01026 1.75422 -1.09162
12275 0.403689 -0.160325 0.325014
10084 0.738388 3.3882 -3.5209
7041 0.63675 0.856018 -2.07286
1782 2.91179 0.397346 4.26493
5736 -0.489612 -0.618484 2.55905
14418 -3.1387 0.849853 -0.146838
12008 -0.0367846 2.6562 -1.2456
4505 -2.23359 0.323796 -1.30769
4209 1.63495 0.48783 3.22794
5018 0.0118965 -2.63628 2.31223
9611 1.21654 -1.2275 0.877413
15605 0.165448 -1.05265 2.3109
13887 0.744548 -1.76272 -0.413548
9673 0.197927 -1.23111 -1.96229
8901 2.32468 -0.883442 -2.58211
6838 -1.94817 0.491038 -1.81322
8040 0.326671 2.28376 -2.78486
8738 0.433879 0.0935871 0.809923
7370 -1.95489 -0.0918103 0.999342
6843 2.15383 0.448598 -1.19705
5342 -1.27079 1.23872 0.22578
6225 1.54001 -2.25561 3.1098
12848 0.408594 1.1512 5.15135
11904 0.0621564 0.50854 -1.00594
6896 0.687763 -0.691201 2.58786
10927 -2.76994 0.404751 -2.20392
875 1.80427 -0.160498 -0.662498
12710 -2.33314 1.63637 -2.46357
3784 -0.846738 -1.06366 1.11174
6939 -2.12915 2.25143 -1.77108
2132 -1.00823 0.681978 1.98688
8574 0.249564 -2.7799 0.288622
5617 -0.310732 1.19826 -2.04451
9306 0.973676 -2.41976 -2.30454
13838 0.487172 0.165313 -3.1933
10811 -1.09195 -3.27557 -0.584092
1762 1.06198 1.06254 -2.22241
2253 0.0704133 0.582543 -0.623063
232 0.640684 2.22999 -1.10511
1969 -0.813833 2.0543 -0.429951
2746 -2.69228 -2.12394 1.39182
13419 -3.16685 0.462612 1.03006
8831 1.98919 -1.12143 -0.730754
14943 1.51758 1.17646 0.844201
3200 1.35375 2.82439 -1.57281
12979 2.85311 1.2256 0.993251
9411 -0.834461 -0.526259 -1.46038
2066 -0.997305 0.190173 -0.699401
7185 -2.77616 -1.40622 -1.30494
9836 3.00199 -2.49313 2.81039
5930 1.62554 -0.871015 0.947476
14000 1.06096 -1.76448 -3.86875
7874 -3.37226 0.279257 -0.202479
7536 2.3369 0.0150818 -1.2735
8117 0.296737 1.21017 0.67911
9979 0.440756 -0.976603 -0.280224
2323 -0.265263 -2.57579 -0.700192
4933 -1.5898 1.91711 1.98477
9231 2.30376 -2.02829 1.85038
2107 1.51392 2.91403 1.31483
941 0.456661 -1.7636 1.21304
6226 -0.514051 3.964 1.00047
2770 1.77095 1.15001 1.06967
10697 -4.1096 1.43352 -1.16691
8476 0.574686 2.35309 1.61616
4431 -2.62898 -2.99779 -1.55061
11296 0.265492 -2.00542 0.617615
3074 -0.4527 1.22134 0.20627
8980 1.75606 1.9709 2.60152
10961 -1.09068 -0.273938 1.55044
8136 -0.00170485 -1.85814 -3.12314
3819 -0.565902 -0.570861 -3.57378
13152 3.01024 1.31845 -2.11768
10002 -0.207615 -1.57787 0.149625
8425 1.4893 4.92438 -0.255551
8245 0.000867889 0.24426 -1.23604
11515 2.43592 0.277752 -2.45852
5266 0.212411 -1.28326 0.915782
4558 0.319797 -0.137785 3.0005
2614 -0.0335382 1.04022 -0.422748
14688 -1.07175 0.188582 -4.04556
7655 -0.751502 0.474252 0.120592
12667 -3.01184 0.408779 1.26363
4372 0.795983 -3.30014 1.99129
11538 -1.35086 -2.49772 -0.666127
12490 -0.462472 1.70286 -0.326996
4652 -2.89735 -0.952268 0.678898
2157 4.52681 1.68865 -1.80408
11337 -4.15608 -1.91156 -1.12745
3683 3.598 0.555392 -1.23329
7851 -1.27361 1.38853 1.82941
15764 -1.73276 0.686007 2.79468
13623 0.386866 2.92262 1.9327
10405 0.726053 -0.0812572 -1.38726
10308 0.879542 2.02952 0.775882
6632 -1.2716 -1.52401 2.06841
9654 0.254788 0.0712342 -1.24537
1231 2.5892 1.51092 -0.303149
913 1.58404 3.64369 3.13451
4413 -1.84268 -0.581266 2.93646
6328 2.06462 1.26088 -3.20997
3129 1.07861 -2.53033 0.988437
3673 5.12158 -1.87253 0.189512
5146 -1.13086 2.60967 1.17691
3281 -0.357917 4.82561 -1.91974
8854 2.95779 2.45659 0.816478
6916 1.26696 -0.54816 1.0116
1863 1.46496 -1.26025 2.01984
9172 -2.28155 3.44306 1.11163
14733 0.423815 0.556961 -2.27294
13349 -1.20609 1.57503 -0.101163
11657 -0.369854 1.65574 1.39731
394 -2.88582 -1.41807 1.5368
10736 0.337834 2.09254 -1.28528
14624 -2.37982 -4.30045 0.650681
11784 -2.04857 -0.681506 0.341999
10968 1.95874 2.65879 -1.05678
10708 -1.07113 -1.26143 0.526863
10395 -0.91348 1.01687 -0.464539
266 1.39807 -3.58607 0.118683
767 -0.562288 0.213988 -0.978082
5750 -0.331882 -2.81782 -0.141503
3416 0.32382 0.103565 -1.01779
12443 1.9336 3.12702 -0.779871
12670 -1.75691 0.345641 -1.5053
4808 0.188918 -0.536549 -1.87452
11030 -1.47202 0.387962 1.22919
86 1.91157 1.36903 0.217527
4809 2.25057 1.45945 -0.177538
10893 0.311097 2.40255 -0.643575
4934 0.312095 0.129689 -3.04179
12678 1.61401 -2.71319 2.03265
13487 -1.5191 0.912768 -0.867152
14505 2.83053 1.73191 -0.166185
12863 -1.86184 -0.312161 -0.979563
332 -0.767433 1.54905 -0.494368
14825 0.00745309 -0.784054 1.25817
7484 3.15386 -0.732086 0.42036
9603 -1.0104 1.75319 -1.45054
12844 -0.268047 -2.61092 -2.70439
7353 0.418792 2.08973 1.21275
3104 -1.1072 -2.07224 1.88483
4 -1.47213 3.36613 -2.03388
1847 0.0314372 0.522051 0.373544
12524 -0.902946 -0.782645 0.308751
13578 -1.55457 -1.19774 3.86214
4854 -0.377779 0.934202 2.55774
1423 0.608424 -0.734795 0.444652
5860 1.16396 1.35933 3.72907
5213 -2.90111 2.23783 -2.39113
7441 -2.32651 0.514701 -2.91849
13752 0.966464 -0.654557 3.76363
6290 -1.69132 -2.52146 0.161637
15177 1.92286 -3.68691 -2.78079
9227 -0.895694 1.18745 0.946015
12440 0.576684 -1.85536 0.100113
15664 0.231909 0.433574 2.24574
2727 1.29297 2.01115 3.99087
1032 -1.86418 3.25072 -0.698051
8082 0.51523 -2.27628 1.7653
10528 -0.303912 2.43514 -0.167775
4976 3.33158 -1.44177 -0.449433
5965 2.40955 -0.529069 1.17854
666 0.269134 1.65244 1.7836
11777 1.66912 -0.490915 1.93203
14867 1.07564 -1.96817 1.11185
10015 1.3536 -1.98729 3.73469
15438 2.74014 3.22597 0.113275
6594 3.12657 0.298628 -0.623811
11131 3.07446 0.590081 1.37231
8849 1.34569 0.385631 2.08163
7870 0.758032 -3.04566 0.76362
8158 2.83542 1.11748 1.86822
13915 -3.65615 0.322825 0.910503
15179 1.95431 -2.27413 1.39663
9358 2.43343 -0.733078 -0.421623
1532 3.54275 2.05585 -3.41138
9743 -0.897852 -0.730396 -1.3494
1791 1.56934 1.30841 0.81033
4603 -1.2739 -4.44141 0.513119
6289 2.4744 -0.536982 -1.66107
11805 2.19651 1.33172 1.24608
10486 -1.57109 -5.35593 -0.110525
106 -0.394006 -0.888672 2.32672
13104 2.06372 -0.273416 1.87838
11737 -0.0281149 -1.87505 -0.917306
12672 -0.293404 -3.45551 2.01465
6822 -0.717833 -1.7691 -1.81052
14728 -0.0813609 0.899824 1.00521
7640 0.865218 3.04662 -0.268456
7586 -1.5983 0.436239 -2.35604
1382 -1.33536 -1.51482 -0.858702
13674 1.20832 0.877588 -3.64546
6357 0.740364 -2.86896 -3.11307
15317 -1.2425 0.795947 -1.16336
2805 1.99992 -1.55948 0.0696207
12998 -2.13705 0.472918 0.167258
1856 0.792515 -0.634769 0.360974
9260 0.179164 -0.673616 -0.932461
11048 2.28056 1.57975 2.98588
7977 1.86142 -1.76813 -1.55084
6983 1.60694 0.115384 2.45699
10633 3.90076 0.791405 2.04413
11694 -0.997942 2.48145 1.57901
10072 3.96515 0.780961 1.08222
8979 -2.90081 2.8189 1.12954
14876 -0.489449 0.686265 1.16539
11467 0.167425 1.19413 1.83917
10801 -1.94047 -1.40271 -0.726276
8961 -2.2896 0.693027 1.48631
6825 -1.74371 -2.49379 1.48073
7970 1.68883 -0.903677 1.33474
11151 1.7121 -0.820949 -1.03724
13774 -0.398513 -2.94689 2.13883
7844 1.59736 -1.52479 0.905135
8364 4.03048 -3.59039 1.53357
2662 -4.02094 -1.5537 -1.99672
2171 -1.63162 -1.78296 2.54696
9861 -0.874529 2.70705 -1.09121
11393 -3.48861 -0.821216 2.99278
3480 4.46641 3.10367 -0.732437
10232 -1.05189 2.40076 -2.42457
9556 -1.17142 -1.73627 -1.37305
7395 0.138099 2.58992 0.873346
13624 -3.28743 -1.10475 1.45025
4137 -0.467822 0.300835 -3.93876
8532 0.283377 0.702042 -1.12379
178 0.242136 0.521339 -4.30957
13673 -0.175916 -0.980868 0.433505
8284 -1.38341 0.105676 2.28211
4695 -0.293244 -0.483888 -2.13825
13711 -0.0435136 -0.83612 -1.12688
9643 0.00234297 0.102693 -3.06197
12147 1.79832 -3.33565 -1.16779
11677 0.770851 0.20493 0.0924066
4405 -1.88964 0.851654 -0.0272771
15771 2.80836 2.13077 0.996831
2871 -1.38274 -1.20207 -1.02058
11885 1.29788 -0.372939 0.355223
1823 1.36995 -2.23573 -0.20766
2724 -2.81551 2.03745 0.586778
5440 1.79038 0.950416 -0.688564
13431 1.9038 0.795171 -2.16793
7474 -0.115541 0.535273 -3.98213
11178 2.17999 1.60882 0.196067
14994 -1.1903 -0.174431 0.271467
8883 1.17307 -0.871677 3.35691
13135 -0.00696438 -0.96541 1.07451
4019 2.40606 2.71238 -2.74785
11853 -0.865642 -1.7833 1.17371
1000 0.915178 2.10348 2.81282
8249 -0.0639376 -0.141537 -2.07957
9097 -1.60974 -1.8212 -0.63061
8400 2.52661 1.55317 0.95765
15200 1.46837 2.44444 1.79401
6428 -0.701731 -1.96379 0.191447
8129 -0.787314 3.24571 -0.394405
6109 2.85509 1.4278 3.89061
6477 -1.87752 -2.14229 -1.69788
3426 -0.903303 2.3437 0.409576
1329 2.84297 -2.68471 0.48701
12446 -0.00986229 0.181864 1.15386
6799 2.56288 -1.56417 1.38882
1719 0.404438 -3.90572 -2.30776
12473 -3.81354 0.107758 -0.30174
14369 -3.20001 0.882395 -0.838524
8072 4.54511 2.76478 0.838237
4589 -1.45607 0.987114 -1.07757
4724 0.997956 -3.51115 -0.692462
12730 2.77186 -3.68215 0.11889
1997 1.82106 -1.08674 -1.13411
5847 2.62894 -1.78821 -0.895868
1350 0.464127 0.532224 -0.919633
2488 -1.68758 -0.281344 1.93483
1175 -1.93936 2.80564 3.26301
5111 -3.02311 -3.25011 -1.95747
9604 0.336158 -0.185422 0.520527
10851 0.881409 -1.77882 0.394025
3801 -2.80515 0.319036 2.66534
5313 1.54804 0.219219 -0.018986
11125 -1.92181 1.80865 -0.015699
859 3.28448 2.74316 0.170813
6461 -0.284162 -0.0962984 -1.45627
7210 -0.0890861 2.25031 1.32424
2802 0.969558 -2.93242 2.12891
3836 -2.98601 -2.41582 1.9354
1902 -2.07225 1.39202 1.54762
2410 1.29915 1.74991 -0.199503
10360 -0.984655 -0.330165 3.47375
14382 -3.3003 -0.701898 2.525
13077 -0.744369 0.387735 -1.02175
6203 2.71835 -0.108854 1.40072
5538 -0.86435 -1.08554 0.387436
8499 -0.440477 -1.15984 0.222747
288 -4.81315 0.682452 -0.63504
6213 1.20984 -1.18904 -1.70291
2163 0.826759 -0.24576 0.45251
5631 1.87921 -0.333149 0.0350627
9281 -4.18852 2.33674 -2.03648
10502 -0.130879 3.58883 -1.75345
9786 2.31334 2.10503 -0.335771
15462 -2.58121 1.05697 -2.88932
6568 -3.51147 -0.556929 1.82358
10046 -3.93024 2.78414 2.29655
3232 -0.357884 -1.75959 2.58492
6196 0.876675 -0.314849 -4.90545
8666 2.03265 -2.50129 0.855541
2220 -3.37029 -0.90237 1.99121
9935 -2.61845 -4.0376 -1.44994
7932 0.817954 0.933031 0.181448
11147 1.94229 0.106675 -3.31988
10973 1.09889 0.93493 -1.0315
1283 3.74309 -2.94945 -1.17505
2857 -1.04481 -1.84194 1.10605
13522 1.08782 2.6803 -1.0685
13268 -2.08822 1.67635 2.03266
9853 -0.815336 -0.352328 1.40928
15658 -1.16523 -2.68968 1.35451
13715 0.968474 1.01452 -3.06537
10481 2.39873 0.886807 -2.98326
80 0.75223 0.536216 -0.894752
6418 0.568955 1.56681 2.58207
14766 -2.97444 1.46461 -3.23237
849 1.65923 -1.81861 0.0326271
9315 2.56092 -2.84086 -1.22921
4892 -0.0128395 0.642494 -1.23874
12608 -0.00818911 -2.85525 1.08607
7858 -3.79986 3.17463 -1.55408
4355 -1.17271 -3.85081 -1.41082
2191 1.0636 -1.05806 1.45984
6671 -3.33807 1.5006 0.739716
13364 -2.49994 1.54208 0.118965
9700 1.67372 -1.24297 0.345342
11450 -0.78707 0.404104 2.04422
15287 0.0533872 -1.29579 2.62986
5338 4.27632 -2.38713 -0.326759
12963 -0.407756 -1.76224 0.862806
4344 1.21126 1.03589 0.961316
722 0.972597 0.00778683 -0.716057
1215 -3.11363 -2.079 0.557147
1703 -1.11979 1.87454 2.57872
184 0.80436 2.36126 -0.492021
3992 0.150098 -2.00801 -0.489051
9482 -1.23902 2.25684 1.98816
11705 0.0819735 -1.92274 -1.70344
11736 -2.24582 -0.28903 -2.23932
6186 0.700589 -1.74786 -1.46199
1319 1.35109 -0.66779 -3.01423
13899 1.95523 1.99655 0.396352
12937 -3.05553 -3.06092 -0.893411
226 -1.78306 0.402357 1.13736
7550 0.659284 2.28419 -1.11357
4791 -0.857918 0.608115 -1.83193
4568 -2.61034 1.98618 -0.296391
2000 -0.165788 0.153615 -1.71895
388 -1.05413 0.284799 -2.11977
2478 -1.82198 -1.72862 0.40005
3763 3.93621 2.15458 0.314084
1485 2.47691 -0.0562746 0.301056
11625 -3.5236 0.786312 3.26982
8678 -1.09848 0.634135 -0.46492
9271 1.68925 1.42348 0.743478
2686 2.36034 -1.28265 -1.67209
7619 0.624022 0.279216 -1.47324
14264 -0.225605 -0.698458 2.72799
14792 1.77793 -1.60774 -0.0871731
8925 -1.5897 0.111593 -2.84863
7513 3.55731 -2.2658 -0.752412
11607 -0.258742 -2.31278 0.591001
2942 -1.34696 1.27581 0.25533
3137 4.40301 1.931 -0.792264
14454 3.33405 -1.15806 -2.41923
7777 -3.81455 0.241038 1.19382
2976 -2.41959 -2.94947 -1.81795
2125 0.954819 0.35072 0.588762
8626 2.47024 1.58281 -0.609788
12206 0.289515 -0.878149 1.56469
8871 -0.682594 -0.217509 1.92787
25 1.081 1.35137 2.18109
3663 -1.27597 0.214146 -1.76042
2646 1.27185 -2.52864 1.57825
11220 -0.986273 -1.24848 3.61139
9613 -2.30017 -0.0533867 -0.956882
5052 1.80453 -0.0174323 4.15521
11629 -1.71825 -0.121249 0.577184
12119 -3.28058 3.09634 0.0472534
1116 -1.72815 -3.31191 0.0275104
7116 -0.452235 -2.51451 2.38948
8892 -1.02068 -1.39703 0.353041
14008 -3.27106 -1.33122 1.32534
4175 2.90852 0.95193 0.0394263
787 1.36004 1.06655 -0.718202
14224 -1.36396 2.08167 0.189606
12853 2.56168 2.13952 -0.322552
12085 1.39109 -1.44201 -2.14617
5271 1.62259 1.65999 -1.14001
2879 2.32557 1.09006 1.13351
166 2.18843 3.44229 -0.629555
4622 0.482881 0.302078 2.00562
9705 3.33753 3.1812 0.931298
8527 3.38478 1.91042 -0.869824
881 1.38878 -2.23455 0.916747
9514 5.68171 1.36361 0.928132
11462 -2.91623 0.446136 2.8864
12592 -1.0747 2.0575 -1.82684
5015 0.598441 -0.011421 1.91047
4131 1.17934 -0.765647 1.92535
10574 -2.6467 -0.0298461 -1.35885
7895 -2.79959 -0.372593 -1.98489
6589 1.91501 1.6439 -0.974141
462 2.66006 1.33968 -0.164121
6701 0.652348 0.310375 -0.00681477
5235 -1.31038 -0.623807 1.37673
11481 1.85513 2.24811 -0.0138687
712 1.66204 3.02588 1.22705
6108 1.24496 -0.908924 -3.39825
9252 0.241812 -0.831004 -0.270036
5000 0.265557 1.80631 0.458018
6669 2.30076 0.184014 -1.46023
6827 0.452731 -1.4615 1.08226
9841 -0.0236086 -2.99604 0.253978
9022 0.40411 -1.55614 -0.696013
3951 -4.61891 -0.583801 -0.250612
1343 1.58182 -2.44837 2.06177
2633 1.25462 1.33352 0.0940178
7366 1.67862 -1.03408 -1.35381
4195 3.05875 0.633766 2.59935
15700 -0.774163 -5.03751 -1.17535
4782 -1.10214 -3.75067 1.51625
10898 -0.709369 1.20732 -0.601307
7928 -0.365386 -3.35565 0.196128
14762 -0.996067 1.19971 1.40412
9441 -1.28086 2.30189 -2.21538
15545 -2.39147 -0.936993 1.53065
10729 -1.24118 -1.15775 -0.181498
1910 1.87905 -2.89052 -0.606071
15633 1.05943 3.24816 1.56801
14170 0.25913 3.77928 -2.34687
1803 0.0398401 -1.93049 -0.726584
1517 -3.30203 0.51891 1.52396
14665 0.761727 1.46288 -2.33311
4520 1.82634 -2.66959 -2.70433
5779 1.48905 -3.13258 -2.6083
2796 0.0923214 -0.265062 0.834609
8924 1.13621 -2.45142 -4.64805
12357 -0.208739 -1.00873 -2.44411
6367 -1.73921 -2.78677 2.3519
7743 -3.00111 -3.9024 1.61798
14182 -0.803976 3.22429 -0.0694757
8381 1.49971 -0.157939 2.61721
10603 -0.654141 -3.0326 0.405291
11988 -3.72225 -2.25998 0.998695
14031 0.872211 0.0743817 1.22853
12562 0.644767 -0.0998986 -0.207779
2487 1.68436 -0.464662 2.19007
13801 1.01129 2.09139 -1.62349
12286 -0.640256 3.2016 -1.51758
10263 0.153615 -0.891723 1.25984
2885 4.39529 -0.935353 -1.10596
8619 -1.20236 -1.20173 0.283976
1070 0.443016 1.12521 2.62917
6470 2.51156 1.64404 -0.1989
659 -0.623193 -2.23715 -0.688631
6619 -1.33144 -2.84495 -3.17568
10448 -1.73815 -0.392802 -0.865744
9701 -1.97814 -1.21045 -0.767221
8823 -1.74985 0.121104 -1.11419
6794 0.124322 2.25718 1.99266
9348 -0.186194 -0.942334 -0.852184
11200 1.90869 -1.41996 1.30294
9798 -0.42264 2.29194 -0.933598
13977 2.84429 -0.637229 0.18438
6555 2.95178 0.478181 -2.36408
13087 -1.86633 -2.62631 1.05838
4904 -0.812374 1.09822 2.77096
1648 -2.12185 1.21726 -0.683321
15429 0.235473 -3.28948 -0.675649
2935 -0.349279 1.2322 -2.26698
14662 2.97488 -3.56553 0.340725
13668 -2.15202 -0.91499 1.57387
1280 -2.1324 0.280239 -2.28187
10742 -0.623404 -1.62205 -4.57017
6068 -2.05039 0.774164 -0.0404273
6698 0.000704754 -3.64493 1.07507
833 -1.11329 -0.040516 2.48241
5679 -0.639815 -2.02173 -1.34725
15310 -3.68902 -0.16989 -0.459183
13813 3.51962 -0.103386 -3.15248
1764 -3.08135 1.73283 0.881716
10212 1.53915 -0.322688 -1.15743
1299 2.39348 -1.08819 -1.82781
5714 0.105293 -2.73213 1.30322
10409 -1.32248 -0.434965 -2.06107
3677 -0.479981 0.710299 -1.98899
8524 -0.753883 3.15778 -3.94263
2540 0.582733 -0.4046 -0.838481
7846 3.56556 0.354788 0.0337177
994 2.85527 0.349987 -0.971832
1245 1.27632 2.02657 -1.49584
7144 -1.73638 -2.86686 0.37032
4099 0.455077 -1.2093 0.371364
9534 -0.565731 -0.69185 -2.58812
7440 1.22886 -2.6554 2.68576
15124 1.76299 1.60075 2.49019
10620 0.344581 -0.664716 -0.686708
3002 2.84414 3.10324 0.907734
12054 -1.37617 2.02281 -0.0725942
6033 -0.222459 -3.78143 0.529251
10974 -0.545114 -1.61828 -1.85677
5672 1.09192 0.673446 -0.310826
15242 -1.84468 3.23075 -0.689477
14991 -0.938085 -2.72609 -1.26965
5898 -2.70685 -1.28692 1.39412
9874 3.83906 -2.97646 -0.80879
13513 -3.70074 0.333588 -0.10172
6403 2.37618 -0.00113526 1.39559
7905 2.2261 2.6225 1.87531
3778 -1.60253 2.36259 1.99629
14633 0.889147 -1.34235 -1.62337
9466 -0.335658 0.186026 1.0866
11233 3.23397 -1.05393 -3.39598
7782 0.101566 3.7973 -3.2348
5799 -1.37372 -0.527987 -1.61267
4968 2.08573 0.697948 2.25262
7605 1.69204 -1.34587 1.23674
13561 -0.793009 0.386135 1.83122
2357 1.06428 -1.68621 -1.41461
2472 -1.66901 -0.200627 -2.97664
229 2.01735 -0.541304 0.746631
13022 -1.10973 -4.81409 1.2863
15687 -2.28751 0.30052 1.69243
12388 -1.2664 -1.14982 -2.84988
848 -5.28089 3.49925 2.09529
3001 -1.26314 1.14294 -0.174616
10766 2.79455 0.179605 -0.446872
13640 0.444457 1.38659 -0.00371893
12255 1.70985 0.332555 2.62485
2416 1.52824 -4.33139 1.97967
3567 0.772454 -0.252811 0.703098
9666 1.90045 -2.23609 -0.712577
4247 1.5339 -1.94733 -1.04094
7286 -2.76746 1.21547 0.881422
5305 -1.61039 0.445632 -2.10245
1699 -0.318015 1.1587 -3.96935
8561 -2.10795 -1.90794 -2.12177
567 -2.21804 -0.172185 0.135623
3339 -0.615402 -0.491418 -1.155
14158 2.13716 -1.33377 1.01625
14999 1.76435 0.672271 -1.88143
9226 1.74014 2.62226 2.05577
9582 1.38397 1.72124 0.776773
736 3.11636 0.228852 -2.00127
978 3.27843 0.0659471 -2.90901
5557 0.25312 -0.842449 2.9676
13304 2.33387 2.31298 -3.2843
5723 1.67096 0.772276 -0.0425933
12501 0.00599704 -2.3785 -2.1086
8492 0.0458626 0.0759606 -1.92869
14798 -3.06123 1.00933 2.08024
3770 -0.751768 -2.25819 -3.79092
2262 -0.575561 2.40372 -0.309542
482 -2.73803 3.29435 0.381936
6901 0.185525 -1.06916 -4.08996
7083 -1.68326 -0.231189 -1.88953
8816 -1.31094 -0.552821 0.960322
12413 2.04942 0.48723 -2.30157
8867 -1.1101 0.633416 2.90274
8868 -0.754483 0.368487 0.440085
331 -1.02621 2.05927 1.51082
2615 -0.817644 2.78783 -0.320782
565 2.71454 2.81711 -0.183984
3809 0.227925 -1.13712 3.79602
3175 2.05389 0.825353 -1.11874
10734 0.538971 0.965007 3.65281
10589 0.0583229 2.97975 -0.885237
5103 0.903487 -3.63488 1.19721
4399 -0.19199 -0.765441 0.679606
10492 1.75296 0.757509 0.908214
3536 -1.30167 -0.666389 -1.65008
20 -1.65368 -1.84066 0.362645
7652 3.16278 0.109664 1.35349
4049 2.27976 -0.369562 2.13192
4070 -2.00653 -1.08914 1.05934
8778 -0.409577 0.295804 -1.01303
7490 -1.27826 2.3179 2.66284
563 3.46366 -0.330759 -1.31183
13112 -1.6637 -2.82907 1.98876
14964 -3.37115 1.73253 -1.57669
1206 1.01227 1.17849 2.29015
10638 0.780318 -1.65592 3.6643
15121 -2.55767 -1.10329 -3.11375
9896 0.108182 -4.52255 -1.58908
5720 -1.34827 -1.48517 0.0847489
5409 -1.04461 3.30995 -0.751947
2494 -3.00507 3.05897 0.559
10896 -2.72987 -2.30541 -0.129341
4775 1.48393 -2.55429 -1.52206
14578 -0.120655 0.749588 -1.85735
10607 -0.00198049 -0.913642 0.64477
2873 0.91164 -3.01892 -2.37942
15669 -0.19218 -1.80964 0.776544
12135 0.922959 1.58416 0.998863
3678 1.29407 -0.766104 0.217501
1982 -2.52371 -0.0423176 -0.577439
3846 0.768135 1.95053 -0.862399
11305 -3.87815 0.309489 2.01233
12858 0.721885 1.74611 -4.4059
10583 2.23451 -2.17379 -0.0223989
12983 -0.0252018 -1.3334 -2.83535
7050 -0.00672394 -3.0273 -0.246134
4055 0.389376 0.167199 -2.43997
7200 -1.5237 0.889235 1.11064
15784 1.81571 1.80288 -0.715977
10324 -2.81233 -1.83605 1.06553
11341 2.68027 -2.89665 0.794738
1604 -2.59581 0.639128 0.752744
2079 -1.40909 0.313472 -0.595892
4831 2.16636 -0.312467 0.271955
4235 3.04519 -2.60901 1.66847
6715 -1.96468 -0.714052 0.305389
6791 -1.02392 2.77878 -2.75843
3606 0.140035 1.05928 -1.1298
12759 -0.757846 0.665859 -1.37778
1474 -0.213595 -0.267023 -4.24927
7599 0.529925 -0.855446 -2.02756
12359 -0.0462473 0.458103 -0.677971
5084 -1.30183 -0.708924 -2.93131
6777 -0.0643031 -2.53673 -1.92985
5245 -0.39017 2.35021 -2.28861
8421 -0.664082 0.0179442 2.62673
13490 -1.77299 -0.507025 -0.951966
9072 2.94224 -0.467687 3.98814
8519 1.20063 0.203167 2.36878
11562 -0.503469 -0.722912 2.39278
4314 -2.10316 0.519461 2.12092
7469 1.04718 1.13226 1.94441
10286 1.75754 1.71588 -1.42603
3735 1.92797 -2.56443 0.994015
12217 1.23126 0.370383 1.24155
5114 1.76169 -3.43608 1.00633
12252 -0.79188 1.83171 0.588381
14317 -0.371513 -0.73629 -1.15303
3793 2.14816 -1.45242 -2.45505
13788 2.75628 -2.60137 1.38313
12238 2.15707 0.130243 -0.808769
570 2.92404 1.33065 -0.991431
10330 0.460838 -0.639406 1.81481
720 1.33607 2.065 0.158274
11411 -2.49386 0.218669 1.67736
1300 2.09514 -3.12921 1.37935
6344 0.509024 0.675791 1.74582
3179 1.6635 -2.78693 1.23107
6892 2.66314 -1.51149 1.98882
12829 -1.35702 -0.0759798 1.15758
4736 -3.53504 -2.39772 -0.393627
4545 0.0539321 -0.921896 -0.0756871
11139 2.41678 0.0557375 -1.83463
12789 -2.42791 0.700055 0.301185
416 2.1524 0.649647 -1.2116
2037 0.827586 -2.78169 1.28579
2161 1.18205 -1.52312 -2.04041
9453 -1.15698 -2.70392 0.355604
