ITEM: TIMESTEP
100000
ITEM: NUMBER OF ATOMS
15812
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 4.0459931049461368e+01
0.0000000000000000e+00 4.0459931049461368e+01
0.0000000000000000e+00 4.0459931049461368e+01
ITEM: ATOMS id vx vy vz
12081 -2.4556 0.476347 0.916429
7617 -1.56568 -1.69795 -2.02394
11527 0.400257 -1.89393 0.90068
15794 -1.53743 1.57773 -1.54028
3054 4.39235 -3.34493 2.75606
11229 -2.53629 -1.37064 -0.442343
7524 5.27164 0.121203 0.230516
15007 1.90526 -3.50792 3.09916
8960 1.00979 -0.0262895 -0.463032
3443 -0.855185 -1.15361 1.62334
1152 1.56171 -1.71329 3.37031
1230 -2.37101 2.34569 -0.108756
4962 -0.63021 0.436807 -0.498657
8038 1.74654 -0.992617 -0.250909
4268 -0.358366 3.00474 0.878797
6373 1.95375 0.964752 -0.284992
4067 1.60882 1.78829 -0.129068
6228 -1.96345 2.6884 -0.53794
11348 0.611918 2.14345 1.79665
6950 0.658073 -0.90969 2.76233
2020 -1.45853 2.79989 2.35389
6205 1.46802 -1.23544 -0.647515
3286 0.905077 -1.7656 -2.42654
56 0.818713 -1.61517 -1.11986
13035 2.39674 1.38213 -1.00817
5439 -0.82967 1.65856 -2.68503
14140 2.8707 -1.77331 -2.18939
15167 0.334476 -0.917327 0.548965
3696 0.906449 -0.564301 0.196055
1393 1.1908 -1.5469 1.46398
7668 -1.6974 -1.31835 -1.46168
778 -0.273328 -3.29853 -1.16971
7881 2.25598 -1.93356 1.03565
5728 0.728977 -1.54084 0.160177
7784 0.662426 -2.6506 -0.591672
11431 -0.449314 2.42913 -0.818044
14417 1.26222 0.896643 1.99729
433 3.19678 -0.689583 1.90523
310 -0.10248 -2.78169 1.4169
10459 0.64305 0.797751 0.529952
1325 -0.0539085 4.14773 -1.73837
15809 0.725909 0.260479 -0.73465
6368 -2.39673 -2.18097 2.42314
14776 -2.18571 0.226659 3.02253
662 1.30734 1.55582 -1.43497
5260 4.81239 1.63151 -0.235723
12836 -0.0618011 -1.09473 -1.62323
3698 -2.37704 0.53806 2.64246
6560 -0.783614 -1.21352 -0.479792
13265 0.459812 1.12767 -2.83626
10717 3.2388 -1.21173 -0.466632
4098 -3.78278 3.30119 -2.4772
6951 -1.00479 3.0052 2.27081
2836 -2.80351 2.04385 1.7849
6505 -2.11706 1.48729 0.687208
630 -0.169117 2.79521 0.101991
1453 -2.15952 -1.24643 -3.52613
3598 -1.57987 -0.882545 -2.31836
2680 1.83143 -1.50476 -1.9304
13581 0.372605 -3.0708 -1.99135
2475 0.872736 -1.76302 0.717549
5228 3.44856 -2.31645 2.89163
1065 -1.18915 -0.338914 -1.89882
12540 -2.85246 -0.417833 1.83096
11563 -2.8293 0.194331 -1.4665
10429 -0.869824 0.640547 1.48811
9447 1.83051 0.736931 1.09022
5852 -0.921479 1.12617 0.0340883
10278 -2.20982 -2.82727 -2.00171
5277 2.54234 0.290697 -0.359402
11614 -3.65258 0.0407498 -0.795684
9776 1.00556 -1.05244 -2.36884
6230 2.94278 -1.46804 -0.340979
11121 -2.84363 3.34758 -0.710475
6504 3.52652 1.11358 -1.42314
9389 -1.94507 0.820115 -2.79081
9431 2.3366 -0.65916 -1.09044
14300 -1.46747 -1.46501 -0.79478
12723 -1.78684 -1.47345 -1.94471
13580 1.19832 1.3457 3.30499
3381 -0.836797 0.621665 -1.69172
8248 0.285512 -0.0652329 -0.833652
7019 -1.4317 -2.02168 -1.79479
5040 -2.12452 0.066869 -0.166432
11832 -4.43612 1.07958 3.87614
15376 -1.98138 -0.125251 0.877072
9607 -2.83723 0.614291 1.57184
8975 0.193728 2.58609 2.84911
175 1.28135 1.30705 -0.744381
4921 -1.68179 0.315115 -1.32333
1590 2.15196 0.161377 -0.719401
6202 -0.660374 1.23149 -0.252088
6622 1.20662 -0.469521 -1.63165
2263 0.622091 2.54142 -2.62585
1354 3.66034 2.20083 2.113
1871 -0.661276 -1.73473 -0.653185
8601 -0.206947 -2.80013 -1.97581
11225 -0.461275 2.094 -0.0213046
8596 1.23067 2.04912 -0.720366
3354 -0.288483 -2.04439 1.28038
4810 2.8154 1.14424 -0.298653
1530 1.71241 0.885084 0.457688
2981 1.09587 -0.998444 2.63727
11636 -0.88575 -0.146104 -1.12041
9752 0.467137 -0.967339 -2.63125
5358 1.41947 -3.49804 -0.187404
9852 -1.53554 -1.95275 0.244605
12868 2.35915 -2.32443 2.69841
691 -1.93663 0.337309 3.48016
90 0.393771 -2.55087 0.43052
645 -1.82627 -1.69629 -1.58826
11951 -2.60763 -2.75403 1.8321
7974 1.50101 1.75485 -3.04022
5282 1.15743 0.642497 0.31445
7956 0.229064 -0.84703 -1.06478
10928 4.49088 -0.18508 1.13778
6763 1.25213 -1.54634 0.744057
13259 -0.845378 1.80873 -0.354348
3502 -1.10571 4.2912 1.21052
8061 -2.30375 -2.69104 -2.70747
13605 -0.586762 -1.13244 0.861712
2316 -1.59695 1.99282 0.18826
6750 -3.90461 -0.306601 -0.846936
15526 -0.853581 -2.92515 -0.141027
5247 0.970348 1.93566 -0.18758
3653 -1.35825 -1.4335 -0.209513
4015 1.08384 0.453257 -1.47543
6324 1.91075 2.8349 -2.41036
5475 -2.40506 -0.00719788 3.39567
963 -1.06866 -4.04375 2.18966
5283 -2.33083 -0.789129 0.282654
10408 -0.0640507 -1.97314 0.413769
5924 0.0022516 1.98084 -2.07763
9061 0.723468 -0.877869 -1.49798
6616 0.647088 4.10708 -3.16125
1064 1.93455 0.337128 -0.527123
4186 -4.05891 -1.47955 0.489221
3062 -0.894956 -0.69258 -1.2269
3425 0.595115 0.622095 -1.90486
1966 -3.16729 -2.28177 0.848576
411 -0.967579 -0.833225 -0.519553
11506 -0.416591 -0.119495 -2.30458
14568 0.859207 -0.254706 -0.730915
9117 1.24853 1.94039 -4.18317
569 -0.658445 -1.45464 3.0469
7415 -3.28101 1.15986 -1.13252
189 1.19538 -0.233181 -1.89379
13787 -3.01838 -0.501 -2.8976
11710 2.50512 -0.37859 -1.34331
703 0.369822 -2.37819 -2.84514
7324 -1.98408 -1.21659 1.70851
14883 -1.61738 0.315773 -0.174714
10272 0.793543 -0.611287 -3.03679
15559 0.371303 -1.06206 0.300302
7625 -1.21689 0.774068 0.0281359
9232 3.00308 0.212363 2.30082
2538 1.18341 0.797882 -2.78241
5180 -0.97988 1.68707 2.41506
15404 0.00108659 -2.17737 -3.9911
10004 2.01683 -0.40016 2.2011
362 -1.26315 1.7273 2.30627
5752 -0.529203 -0.165192 -1.90607
5647 4.75032 -1.26276 1.67713
3490 0.718592 -0.374606 -0.266272
9439 0.510042 2.84822 1.35312
9042 0.805073 0.659265 2.38853
1746 0.126469 0.968525 0.634951
1938 -0.248412 1.84142 1.34772
9276 1.60402 2.753 1.98525
15245 2.91722 1.2252 -2.97736
1957 0.492268 1.86381 2.92835
9791 -0.685659 0.0523464 -1.22371
14952 -1.47189 0.20915 -1.91117
6381 -2.51573 1.71778 -1.07177
14689 -0.13827 3.65941 1.61734
9504 1.17175 -1.01069 -3.80745
12948 -0.943128 1.03524 0.997771
11143 0.763355 1.63796 0.0113682
6015 1.42079 3.46579 2.93188
3806 -0.682125 -0.782954 -0.787185
6994 -3.06126 -1.64047 -4.13857
2970 -3.02813 1.06603 1.93183
12455 -1.82625 0.701454 -0.941241
13127 -0.880488 1.14772 -0.151639
13784 -0.735875 3.67267 1.49457
97 2.3425 -0.985564 0.901981
7329 -0.123588 1.74511 -0.529426
1286 1.95852 -3.20898 -0.62285
8919 -0.970407 -1.32311 1.122
10497 0.842812 -1.16109 -1.01491
4692 2.67525 1.35393 -0.351355
15408 3.18067 0.525799 -3.26907
6535 -2.08268 1.69274 0.32076
7704 0.423247 1.16859 0.452973
3019 1.76127 2.67661 2.68915
10231 -1.6311 1.4557 -0.512732
15013 -1.67366 -2.47226 1.13885
11593 2.77458 0.368377 2.52978
5966 -1.71281 -0.57927 -1.52348
8555 1.53098 0.96001 -0.580518
12792 2.40384 -3.32819 -1.8764
10794 1.20635 2.28591 2.36977
5633 -3.10804 0.303804 -0.430406
3187 3.0058 -0.642259 0.042178
969 3.3358 -2.57531 -0.232344
14752 0.812492 -2.45514 1.96043
3088 2.35271 -0.962318 -5.15489
12900 -0.883392 -3.93326 -2.06352
4698 -1.52604 -1.03535 3.67048
6322 1.08316 -0.499749 1.20956
5394 -3.09613 1.55848 0.829089
6976 -2.09862 -0.793969 -2.0675
13685 1.48449 -0.605739 -3.63718
4512 2.12369 1.34919 2.03016
835 -2.33663 1.75536 0.0216907
5017 1.27912 -0.687104 1.79165
13913 -2.00604 -0.0270203 -0.873263
7227 -0.0503483 1.04439 2.3814
11261 -3.40295 3.89011 1.57343
4668 2.40376 1.13903 -0.712051
464 2.29127 0.807187 -0.748863
14123 1.71696 0.97327 -2.11845
5973 -1.62617 3.13738 3.34247
5204 -4.42028 0.00447041 -0.45412
11383 -0.993935 -0.627506 0.306403
8787 -0.583592 0.631185 -1.65499
4720 2.16698 -2.24191 1.73117
12598 0.492972 -0.78236 1.07849
2231 -2.10699 -3.46698 -1.23171
14221 1.39975 -1.22208 0.716277
11599 -0.414312 0.959882 -3.19022
15455 -1.6304 -2.68787 -1.76843
15340 -1.23965 -0.644949 0.68848
5221 2.21082 2.91533 1.22922
9187 0.480107 -1.28911 1.16939
2053 0.116091 0.370924 -3.49391
7356 0.344087 3.58806 1.11392
6931 -2.53704 4.29463 0.327602
12626 -0.32068 -2.14762 -3.29292
3441 1.92066 -1.56217 -0.982923
12975 0.680868 1.08173 4.29848
4252 -3.3345 2.06267 0.959605
87 3.31963 0.669765 -0.76518
9993 -0.603101 2.29737 -2.05779
3145 -1.70936 1.18649 -0.61844
14121 2.17839 -2.09068 0.554626
6797 -3.23556 -1.02789 -1.41706
14787 1.1442 1.27039 2.34124
14220 -0.479464 -1.24545 -0.922943
467 -0.419726 0.384851 0.237703
8993 0.0898784 -0.87914 2.28184
7939 3.61131 -0.0189871 0.557059
2322 1.18058 0.627268 -0.266642
5009 -1.36333 -0.228851 -2.07378
2428 -0.729155 1.5023 -0.0343488
6349 -4.70283 0.486117 -1.498
4379 0.23131 1.722 -0.420693
4267 -0.698425 2.52678 -2.39438
10616 1.45575 -1.16611 -1.36965
13971 0.0164159 0.560453 -2.17314
3829 -0.699551 0.359014 0.772573
8130 1.56684 -1.58104 0.21242
7154 2.15665 -1.37989 0.874419
11698 1.58971 -0.638326 1.8496
13753 -1.80616 -3.29483 -1.43582
15573 0.825344 1.95531 -0.241129
13649 0.992733 0.631608 -1.2497
3729 1.4602 0.366559 2.84125
2238 -0.941057 2.51952 0.6765
9356 -1.06467 -1.25332 1.22242
14452 1.46656 -0.540303 -1.28332
7313 -3.85157 -0.570252 0.374123
1731 -1.50561 0.497886 -0.875753
9751 -2.89796 1.57492 0.447854
11867 0.157082 -0.37787 -0.451526
8188 2.07848 2.31416 -1.36423
14933 -2.72306 1.34906 1.99557
12148 3.07096 1.65712 0.353313
10662 -0.998791 1.20047 1.94449
578 0.0771336 1.44262 4.19032
6500 -2.06622 0.338528 0.459458
7725 1.05887 2.18777 -1.89759
6655 3.22734 -1.07863 3.30998
6643 0.0308198 -2.04072 -3.01083
3839 -1.09139 -1.54363 4.2306
1 -2.45454 -0.115489 -0.0560944
11360 -0.155853 0.673125 3.14494
1890 0.785764 -1.09119 -1.67244
7086 -0.334865 2.47761 -1.75009
5087 -2.53644 0.616626 1.41437
9651 -2.67776 -2.03132 2.17687
11035 -2.66318 3.69041 0.870381
10211 1.78284 3.2656 -0.133345
9678 -1.87359 1.49428 -0.445664
4106 -0.764424 2.78994 -2.30559
4766 1.90323 -1.12476 -0.707796
14806 -0.675507 2.71702 2.97286
14042 -0.853021 0.655116 0.461157
4331 -0.0981856 0.547988 -1.82492
4908 -1.09551 -2.59042 2.67733
14287 2.17526 2.20781 -0.449151
10014 0.152286 -2.88744 -0.295019
6690 -2.79604 -1.5369 -1.31767
7240 -0.591864 -1.37959 -0.815053
11915 -2.83378 0.892449 2.46986
468 4.97293 -1.71394 0.731696
11009 0.732758 3.97328 1.08742
5825 -0.710249 1.23614 -0.416366
286 -1.66798 0.0824741 1.5556
5186 0.674666 1.42013 -1.19089
10829 -1.15355 0.533959 1.32086
7380 -0.817608 -0.338306 -1.67428
9454 -0.481637 2.05729 -0.00345967
2702 -0.390473 -2.16624 4.03886
2489 1.37827 1.70238 1.829
1090 1.28658 -2.56675 -1.89814
5465 0.374751 0.956065 -1.18014
12482 0.04055 0.253355 1.54596
14611 0.302834 -4.0441 4.05812
8087 -2.49817 -2.22702 -3.45855
11799 0.676848 0.683075 -4.00078
3181 0.859546 0.375199 -2.30256
3039 2.44364 -0.967996 0.787403
15418 0.556348 -0.485262 0.65429
521 1.65484 -2.56581 3.56389
12350 -3.61987 -1.73098 -0.825925
10792 -1.76187 0.15388 -1.58717
10710 1.18237 -0.210832 -1.03193
14699 -1.65498 -1.51702 3.30774
14724 1.77848 -2.77707 0.326689
14033 0.936299 -1.30625 0.127783
14794 -1.20645 -1.28834 -0.353832
12456 -0.295991 -2.71413 -1.30207
5624 -0.404336 -3.03982 0.0545479
12400 -3.32671 -1.24826 0.027887
7813 -1.11697 -2.60859 1.20198
9542 3.113 0.985211 1.40338
13814 0.32006 2.39991 1.7684
542 0.505956 1.1775 2.84832
15683 -1.1759 0.339861 2.12629
5083 3.43201 0.250167 -0.0364963
15036 2.76483 2.84754 0.51942
14629 0.385688 3.06457 1.66769
876 1.04239 -0.25347 0.947819
6278 -2.98031 -4.70471 -1.2689
6703 0.747588 0.803849 1.18462
3667 -4.33086 -1.5255 -0.984673
12015 -0.828509 2.58429 -0.100455
8452 -1.88451 1.26873 1.92898
12890 0.250181 0.75256 0.477867
4985 1.40312 -1.44755 2.78983
10956 -0.240525 2.34971 0.758566
12793 -1.2677 0.115929 -0.357622
595 1.56697 -2.27326 0.312942
3644 -0.620264 2.08601 0.952291
12026 1.18192 0.144118 -1.71692
8570 1.18151 4.14122 -3.44736
1096 2.37384 -3.12965 -1.10909
2825 1.63447 1.79592 1.60646
7450 0.456841 0.336113 0.217123
643 0.181584 -4.54344 1.20248
6046 0.580149 3.18766 1.59782
7278 -2.8653 1.87119 2.01288
3956 -0.0538185 3.33137 -0.841863
4899 2.53024 -1.26956 -2.67141
4627 -0.453699 -0.620417 -1.86594
3114 -1.56134 0.959401 -2.77484
5821 0.509405 -0.0337629 -0.532253
2721 -3.64643 -1.67065 -2.26634
4020 -0.52008 2.45044 -1.4403
4327 1.09005 2.24528 -0.380659
15505 0.630885 0.766331 -0.746986
9248 -3.45422 0.606809 -1.72821
15769 -0.646973 1.87273 -0.881118
12632 0.309309 1.89531 -1.35034
8660 -1.46451 -0.129182 0.55193
979 -1.31412 -1.69792 0.346748
810 1.74641 1.44223 -1.03264
8003 -0.705184 -2.10704 -0.0444284
7735 0.788181 -0.372397 1.16766
5868 -1.19021 1.28199 -0.988897
3591 -1.0044 -0.464691 -2.43779
5771 0.144072 0.560979 4.0621
4850 -0.121527 1.33987 -0.149742
14094 2.21534 -1.69255 -1.38264
2164 -0.360525 -3.32638 -2.44064
11579 -1.01902 0.765724 3.67223
7458 1.34364 -1.79586 -0.15133
8940 2.0919 3.32764 1.4729
2431 3.51531 0.833218 0.383327
656 -1.06863 0.36512 1.72694
15642 0.0812463 -0.636429 0.826479
1606 0.131162 -0.172988 -3.52037
9036 1.19706 2.11555 -0.412437
7247 -1.0383 0.669035 0.575715
148 -0.234764 -0.348493 -2.00334
6708 1.87678 -0.534073 1.89855
1408 -2.56339 -2.8669 3.58224
12211 -0.620406 -0.160408 0.545702
12249 -0.319981 0.3782 0.390551
14612 -0.59041 -3.16946 0.534193
5710 -2.01827 -0.350721 -2.50864
5118 -1.86841 -1.28607 -2.38201
537 -1.07365 -1.26212 1.77423
8074 -1.6636 -0.330947 3.69074
13160 -2.17358 -1.40889 0.127819
3473 -4.29033 -0.830446 -1.16493
4066 -1.64809 -1.03788 0.238584
7480 2.43951 2.69351 0.395402
12815 -2.8575 0.566403 0.398066
6016 -0.0892041 0.771474 -2.74445
8054 1.04664 -0.917447 -4.49147
9099 -1.60327 -0.174072 3.93837
1811 1.93867 -0.863789 -2.78585
10275 -0.66409 1.56338 0.578112
13889 0.0303577 1.38139 0.613449
4676 0.351325 1.45926 2.04694
8035 -1.0375 2.468 -1.90331
10374 -1.59461 1.06414 -1.0764
11843 -1.74867 1.1424 2.01859
2244 -1.16954 -2.53675 0.0794917
1948 1.5461 -1.28532 1.16667
9199 -4.16548 3.19471 0.658384
14124 -1.40802 2.58711 0.464548
1647 -1.15503 -1.60507 2.20171
10121 0.776462 1.01501 1.16172
9212 2.40394 -1.31096 1.33957
7745 -1.07775 -2.65087 1.18622
12065 -0.661842 -1.54655 1.81028
4977 -0.85742 -1.46606 3.22186
5643 0.645375 -4.69573 -0.474919
6090 -0.552953 -4.16462 1.21858
12837 0.0440998 2.54222 0.0898702
4707 -0.227659 -0.92465 0.513809
2143 -0.52972 1.28437 4.27975
7724 2.45291 3.18966 0.0606938
8825 -1.03273 -0.614233 -0.587419
14874 -0.310419 0.692452 -1.79447
3797 -2.02506 -1.92285 0.781912
12509 0.818077 -0.209808 1.7103
11448 0.395997 -0.863385 -0.493745
7512 0.147713 -0.434877 1.81277
1310 -2.21854 -0.0973871 -0.505617
1268 -0.721309 2.71848 0.307943
9590 -1.96773 -1.61075 -0.574543
10663 0.306144 -1.14083 1.10748
677 -2.14244 -0.781685 1.47011
14518 0.995106 -0.696579 -0.654629
12114 2.9464 0.623346 -0.935512
5982 2.74804 0.111213 -1.05977
13196 -1.13472 -0.655229 -1.33445
6546 2.19527 1.96744 -0.782514
14373 -2.30605 3.2928 -0.497372
8812 3.76567 2.20548 0.456922
135 -2.04397 1.75264 1.33746
2886 0.0113048 0.971981 0.356039
1402 -1.72969 -2.17121 -2.99025
11187 1.42283 -2.24054 3.73546
11477 -1.4651 1.65498 -2.03544
12989 1.92163 -1.54135 1.37366
545 -1.70877 1.54864 1.51649
8242 -0.514564 0.1927 0.132459
1056 1.7162 -0.921739 -2.71954
7882 1.66284 1.91084 -0.0154275
10602 -4.47167 -0.754806 1.15618
6524 -1.11385 3.04799 -0.66601
4795 1.47825 4.15984 -1.81019
11022 -1.90567 2.00481 -2.77755
14927 -0.710934 -0.891662 1.62283
6391 -2.25136 0.903416 1.38109
7769 -1.3105 2.39014 -0.0938577
9415 1.79138 -0.329712 1.05528
7483 -0.190517 -0.547585 -3.56967
2310 -0.799106 2.58911 0.946233
7740 1.97102 2.2688 -0.769712
8099 1.54012 0.240357 1.95165
5380 0.610443 0.526709 2.98976
14557 0.480996 0.522991 -1.10451
1691 -2.71742 -0.618034 2.32243
9009 -2.56686 1.19413 -0.379622
3796 1.56845 -3.69432 -0.617351
14275 -2.70163 -1.05679 1.19001
2103 1.29005 0.730696 -1.21502
12941 -2.13529 0.234318 1.30464
1413 -0.787826 0.37512 2.03244
13958 1.15332 0.366083 3.63391
15139 0.750867 -1.07532 -1.41136
11316 -0.243295 3.66393 -1.50852
9668 1.02827 -0.735734 1.50318
3301 -1.49052 -0.24405 -1.55872
14247 3.99711 -1.69199 -2.1425
4210 2.5343 2.39976 1.86782
5844 1.72012 1.36948 -2.25681
12859 0.219046 -0.636871 0.292647
15536 -0.222118 0.545883 -0.934913
12118 0.9238 -0.393058 -2.30758
15652 -1.44569 -2.64747 -0.139033
12601 -4.69156 -0.312228 -0.135373
1285 2.32704 0.223172 -1.07035
13088 -0.690165 1.62727 2.31168
14106 3.19485 2.75769 0.815601
4441 -4.5426 2.85847 -2.20517
803 -2.19841 -2.06556 2.23101
12522 0.736912 1.44963 -1.74655
14352 -1.86607 3.67215 -1.3522
813 -1.36546 1.73908 0.731875
3822 0.560681 1.54213 -0.743473
13472 0.0563498 0.331312 0.987343
14675 -0.221381 -1.76056 1.66494
6810 4.1273 1.79257 -0.63195
12348 -2.6949 0.195616 0.644121
1952 3.17848 -1.82312 -0.977814
3895 -2.26657 2.42316 0.0576786
15356 1.98046 -1.96815 -1.84855
1021 0.333281 -0.99042 -1.50159
7855 -2.98793 -0.345432 0.661116
11638 -1.41391 1.98092 -2.16243
6864 0.0211063 0.957992 1.18303
1894 -2.267 3.31677 -1.276
704 2.99171 1.86105 -3.97893
10984 -1.47178 0.773453 1.99706
185 1.49949 -0.39724 -2.6169
12500 -1.98621 -2.00025 0.839038
9236 -0.532644 -2.89516 0.513419
13894 -1.23655 3.59457 -2.50516
3155 1.85754 -1.13806 -2.13479
15490 -0.379347 0.790487 -1.49068
358 0.68556 2.10654 1.00171
3972 0.293052 1.59177 0.527872
13686 2.28269 0.259569 -2.25859
13294 1.25781 2.98663 1.60868
8907 -1.34516 0.124744 -0.706603
2564 0.340333 2.11055 -0.679017
2869 0.978661 2.70975 2.94467
10070 -0.0390589 -3.37621 -0.28413
15565 3.10984 1.51246 3.71123
13144 -1.69651 -1.73561 0.796797
970 -2.59352 -0.652466 -4.93022
1836 0.111073 0.789973 -0.305557
4699 -0.941975 0.361976 0.0225657
7876 2.20689 -1.8591 2.02294
13696 1.51863 0.141036 -0.310033
10302 1.16432 -0.0651342 1.51239
8722 -0.288718 0.679125 1.78611
15005 -0.811905 3.474 -2.86472
15290 -0.603408 -0.108387 3.88436
4142 1.8653 0.0707996 0.869083
12034 -0.590167 -4.50256 -0.984196
12982 -2.33462 2.82265 0.616847
15415 -1.86248 -0.988684 -0.867147
11764 -0.877061 1.69423 -0.0318964
8797 3.09332 -1.41989 0.86905
931 0.340294 -0.285034 -0.863643
5244 1.49043 0.168966 -0.917624
4048 2.95762 -0.22057 -1.60518
7125 -0.785574 2.38513 0.969042
3582 -1.57472 -1.24074 1.41364
7984 -0.127136 -4.2296 -0.648593
13939 -1.14714 -0.731352 0.904598
10739 -2.74368 -3.4843 0.635477
10356 2.19323 -2.15172 2.88608
6672 -0.459615 2.22843 -0.165694
4825 -4.19988 -2.43203 -0.582849
6936 1.5737 1.08161 3.65613
3890 0.325122 -1.46154 0.929928
14441 -1.12988 0.185958 0.596757
13795 0.593241 1.18152 0.108156
8999 1.10983 0.253172 -1.93105
13438 -2.7685 2.36739 0.0760868
8493 -1.90472 -0.424282 -0.870914
12279 -3.82047 2.33004 -1.10539
10781 0.287775 1.16248 -0.81144
1213 -0.255279 3.9219 -1.62271
6920 -3.12673 -0.279293 0.684487
2391 -2.94877 2.24713 -1.37064
9194 -0.623501 -3.27119 2.39497
13337 -1.27949 -2.08994 2.76488
1117 -0.583337 -0.316016 -3.25212
11159 0.376218 1.20697 1.74853
9421 -1.79811 -2.56195 2.08033
6266 2.49118 3.21694 2.01931
6926 -1.30759 -0.76017 1.34693
7184 2.23972 -2.91921 -0.033558
13949 -1.04567 0.636717 -0.356604
4003 1.7731 5.14861 2.97001
12436 -0.35864 -0.381807 1.34701
9368 2.06288 2.27244 1.91594
12019 0.66811 1.46734 0.0523025
15041 1.98661 1.42116 0.494123
12594 -0.88378 -1.84706 -0.278356
15243 0.902327 -0.893777 -3.33158
3623 2.42254 1.63788 -0.59606
7528 1.2089 0.197054 -0.199684
2261 -1.06692 -1.59167 -0.711431
4011 -0.694211 1.79764 -1.41375
419 -1.22365 -2.27724 -1.91295
12902 1.40551 2.1043 -0.252233
2685 -3.66635 2.82766 -2.17984
12242 0.130491 1.66894 -1.28058
1714 3.6823 -1.38665 0.0414534
11052 -2.26097 -1.8974 -0.187027
14152 -1.36374 0.311079 0.438529
11092 0.204354 -0.106031 1.12427
13015 1.77015 3.03293 -0.165218
4940 -2.2844 -0.709556 -2.19317
4081 1.93157 -1.63093 2.0769
3690 1.09609 0.76006 1.65836
15283 -1.96943 0.0401081 3.1064
3914 2.2805 -1.57382 -0.125547
6999 -0.72846 2.77615 0.265829
11570 -2.29735 0.536484 0.211773
15675 3.19818 0.425678 -2.16534
9253 1.39113 -3.70008 -1.3447
5816 -0.100134 1.39005 -2.00761
4494 -2.01836 2.98102 -0.166181
11469 3.03144 3.54298 -0.858306
7623 0.236337 3.9883 2.21439
15239 3.91622 1.45612 0.943652
7387 -3.33283 -0.733094 1.1271
4840 -0.826204 1.67174 2.02351
12506 3.23942 0.437667 -1.39306
758 0.390609 -1.25442 0.762791
5098 -3.58544 -0.67576 -0.532118
6437 0.962336 -2.54481 0.29688
12462 1.25211 1.71649 0.330777
834 1.61135 0.556898 1.67507
2195 -0.762105 2.19344 -2.53958
14299 3.28644 -0.486124 -1.42295
9885 -1.65244 -0.585453 3.3697
11935 0.213871 -0.934899 2.86013
11560 -0.0880051 -0.905165 -1.90445
5020 -1.14871 0.592768 -1.76747
4776 1.85804 -0.521826 1.62052
3694 -1.67273 -0.0837319 1.39231
14863 -1.50007 1.45192 0.204596
5971 0.361985 -0.323751 -3.51693
7230 0.113729 -1.84041 0.706626
14339 -1.99169 -0.0844728 1.40533
9947 -1.54704 -1.45746 -2.42975
14648 3.06047 3.64667 -0.19914
9412 -3.24773 1.63588 -0.957924
8906 2.22418 -1.99393 1.80582
13891 0.544426 -0.507839 2.8686
11344 3.66719 -1.38097 0.272758
9823 -1.59022 3.23334 0.993413
8526 -0.63736 -1.43206 2.81897
1384 0.520366 3.79267 1.95356
10483 -4.27114 -1.51331 -1.52385
3640 -1.51822 1.21553 -3.15764
4450 3.54205 0.425379 1.34475
14293 -2.68749 1.2778 -2.18962
13418 -0.363265 -0.268736 3.50901
4110 -3.26239 -0.101221 0.650688
10055 -1.16357 -1.47106 -4.15591
8477 1.46941 3.71571 1.05405
6155 2.85064 -0.78936 -2.03106
12317 0.332651 -4.0396 2.28847
9486 1.44355 0.441736 -2.07957
6516 -2.42773 2.01293 0.587295
2186 -1.31402 -4.35951 0.638719
3195 1.56376 4.25245 2.10826
4351 -3.53531 -1.87118 0.627779
2812 -0.877349 -2.74825 2.81558
8858 2.72131 1.78515 0.136817
4120 3.18919 -2.48328 1.58817
15464 -3.87547 -1.90741 0.552303
14713 -1.52323 -3.01029 -0.8583
9756 2.5826 1.59444 2.62235
9869 -1.65975 2.31434 -2.55944
14712 -0.7865 0.226873 -0.726523
12495 -1.67533 2.47272 0.107223
7147 -1.23905 -1.37749 1.17434
5177 -1.60437 -0.679814 0.699619
5292 5.02831 1.45971 -1.63761
13943 -1.1509 -0.753933 1.39814
11876 2.74388 0.163259 1.73762
821 -0.715576 1.36972 -1.07872
4159 -0.823028 1.0598 1.7813
6525 0.795182 -0.785171 1.22605
3451 1.5459 0.703704 -2.24543
8670 0.85574 -3.12135 -1.85494
2882 2.02073 -2.63705 2.80105
8953 -0.729592 -0.58124 0.202529
6633 1.36152 2.14729 -0.0334268
15143 -2.83155 1.79824 -2.11357
6783 -1.97896 -1.34581 -0.0737493
1516 -3.19187 -0.159061 -0.137541
15730 1.01096 1.19524 -0.882134
4200 -1.1081 2.28672 -0.445434
7862 0.474585 -0.126678 -0.769184
4459 0.4477 1.73189 -0.327476
9111 -0.831867 1.20675 2.94122
15703 0.115164 -1.29368 -1.50592
412 0.9448 2.87537 0.272734
9511 -1.10285 -0.917755 0.576653
10529 0.858631 1.52473 1.88967
8167 0.899674 2.01609 -2.55173
892 -1.60561 -0.642417 0.928365
2224 -3.06913 -0.844783 1.09794
6268 -0.877165 1.04388 1.06266
9982 0.818187 -2.77947 3.21778
14061 -2.7429 -1.78102 3.66817
7924 -2.45859 2.89598 3.15997
12746 -0.252256 2.24271 0.380218
11204 -1.53793 0.206567 -0.880022
9045 1.94556 3.58754 1.86449
8624 1.07783 -0.0640405 1.83937
10319 -1.3546 -1.36746 -0.208685
11572 1.06371 4.73656 1.74607
